"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE",240116,2024-01-16,13874+,CME ,00,138 , 2233526,  218844,  855821,   37185, 1191827,  262325,  172855,  154507,  447414,   64935,  112348,  172216,   12340, 1964841, 2025091,  268685,  208436,    8281,    5553,  -41153,    1962,   -4434,   -3704,    9630,   -8176,  -22671,    9566,    4490,   30287,    5315,   23906,  -10767,  -15625,   19048,  100.0,    9.8,   38.3,    1.7,   53.4,   11.7,    7.7,    6.9,   20.0,    2.9,    5.0,    7.7,    0.6,   88.0,   90.7,   12.0,    9.3,    512,     32,     38,     19,    184,     63,    105,     66,     86,     60,     21,     21,      6,    373,    329,    11.4,    24.3,    17.8,    34.5,    10.3,    24.0,    16.6,    32.9,"(S&P 500 INDEX X $50.00)","13874+","CME ","138 ","F20","FutOnly"
"S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE",240109,2024-01-09,13874+,CME ,00,138 , 2225245,  213291,  896974,   35223, 1196261,  266029,  163224,  162683,  470085,   55370,  107858,  141928,    7025, 1940935, 2035858,  284310,  189387,   -9481,  -42851,   48012,     -45,  -24486,    2658,    2651,   15151,  -67660,   13983,   13169,  -12573,    4326,  -18103,   -8648,    8621,    -833,  100.0,    9.6,   40.3,    1.6,   53.8,   12.0,    7.3,    7.3,   21.1,    2.5,    4.8,    6.4,    0.3,   87.2,   91.5,   12.8,    8.5,    508,     27,     42,     19,    183,     61,    103,     69,     82,     55,     20,     24,      7,    365,    327,    11.3,    25.5,    18.0,    35.8,    10.1,    25.2,    16.8,    34.4,"(S&P 500 INDEX X $50.00)","13874+","CME ","138 ","F20","FutOnly"
"S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,13874+,CME ,00,138 , 2234726,  256142,  848962,   35268, 1220747,  263371,  160574,  147532,  537745,   41387,   94689,  154502,    2699, 1959037, 2044506,  275689,  190220,   67939,  -16621,   32800,    4519,   65146,  -11754,    2945,    2228,   36734,    3747,    -368,    6384,   -2935,   58661,   72440,    9278,   -4501,  100.0,   11.5,   38.0,    1.6,   54.6,   11.8,    7.2,    6.6,   24.1,    1.9,    4.2,    6.9,    0.1,   87.7,   91.5,   12.3,    8.5,    500,     30,     39,     20,    181,     60,    101,     65,     82,     50,     16,     26,      6,    357,    320,    11.7,    25.4,    18.5,    35.1,    10.4,    25.3,    17.1,    34.0,"(S&P 500 INDEX X $50.00)","13874+","CME ","138 ","F20","FutOnly"
"E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE",240213,2024-02-13,138748,CME ,00,138 ,   25534,   13067,   13284,       0,    5186,    9823,      65,    5487,    1231,       0,       0,       0,       0,   23805,   24403,    1729,    1131,    1733,    1751,    -317,       0,     -18,    1941,       0,     126,     403,       0,       0,       0,       0,    1859,    2027,    -126,    -294,  100.0,   51.2,   52.0,    0.0,   20.3,   38.5,    0.3,   21.5,    4.8,    0.0,    0.0,    0.0,    0.0,   93.2,   95.6,    6.8,    4.4,     29,      7,      5,      0,.,      6,.,      5,      4,      0,      0,      0,      0,     15,     15,    63.9,    77.9,    84.7,    87.8,    63.9,    77.9,    84.7,    87.8,"($100 x S&P Select Sector Consumer Staples Index price)","138748","CME ","138 ","F20","FutOnly"
"E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE",240206,2024-02-06,138748,CME ,00,138 ,   23801,   11316,   13601,       0,    5204,    7882,      65,    5361,     828,       0,       0,       0,       0,   21946,   22376,    1855,    1425,    4995,    1612,    -455,       0,     137,    5295,       0,    2991,     -49,       0,       0,       0,       0,    4740,    4791,     255,     204,  100.0,   47.5,   57.1,    0.0,   21.9,   33.1,    0.3,   22.5,    3.5,    0.0,    0.0,    0.0,    0.0,   92.2,   94.0,    7.8,    6.0,     27,      6,      5,      0,.,      6,.,      5,.,      0,      0,      0,      0,     15,     13,    63.7,    80.0,    83.9,    87.7,    63.7,    80.0,    83.9,    87.7,"($100 x S&P Select Sector Consumer Staples Index price)","138748","CME ","138 ","F20","FutOnly"
"E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE",240130,2024-01-30,138748,CME ,00,138 ,   18806,    9704,   14056,       0,    5067,    2587,      65,    2370,     877,       0,       0,       0,       0,   17206,   17585,    1600,    1221,   -1780,     196,     810,       0,   -1408,     186,      65,    -494,     -23,       0,       0,       0,       0,   -1641,    1038,    -139,   -2818,  100.0,   51.6,   74.7,    0.0,   26.9,   13.8,    0.3,   12.6,    4.7,    0.0,    0.0,    0.0,    0.0,   91.5,   93.5,    8.5,    6.5,     26,      7,      5,      0,.,      4,.,      5,.,      0,      0,      0,      0,     16,     11,    62.3,    80.3,    80.6,    88.9,    62.3,    80.3,    80.6,    88.9,"($100 x S&P Select Sector Consumer Staples Index price)","138748","CME ","138 ","F20","FutOnly"
"E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE",240123,2024-01-23,138748,CME ,00,138 ,   20586,    9508,   13246,       0,    6475,    2401,       0,    2864,     900,       0,       0,       0,       0,   18847,   16547,    1739,    4039,    2677,    3605,     718,       0,    1269,       0,       0,    -633,    -694,       0,       0,       0,       0,    4241,      24,   -1564,    2653,  100.0,   46.2,   64.3,    0.0,   31.5,   11.7,    0.0,   13.9,    4.4,    0.0,    0.0,    0.0,    0.0,   91.6,   80.4,    8.4,   19.6,     25,      6,      5,      0,      4,.,      0,      5,.,      0,      0,      0,      0,     15,     10,    59.5,    69.5,    80.8,    77.4,    59.5,    69.5,    80.8,    77.4,"($100 x S&P Select Sector Consumer Staples Index price)","138748","CME ","138 ","F20","FutOnly"
"E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE",240116,2024-01-16,138748,CME ,00,138 ,   17909,    5903,   12528,       0,    5206,    2401,       0,    3497,    1594,       0,       0,       0,       0,   14606,   16523,    3303,    1386,    -376,   -1973,    -300,       0,      65,       0,       0,    -176,      43,       0,       0,       0,       0,   -2084,    -257,    1708,    -119,  100.0,   33.0,   70.0,    0.0,   29.1,   13.4,    0.0,   19.5,    8.9,    0.0,    0.0,    0.0,    0.0,   81.6,   92.3,   18.4,    7.7,     27,      6,      5,      0,.,.,      0,      7,.,      0,      0,      0,      0,     16,     11,    54.2,    76.8,    69.6,    87.1,    54.2,    76.8,    69.6,    87.1,"($100 x S&P Select Sector Consumer Staples Index price)","138748","CME ","138 ","F20","FutOnly"
"E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE",240109,2024-01-09,138748,CME ,00,138 ,   18285,    7876,   12828,       0,    5141,    2401,       0,    3673,    1551,       0,       0,       0,       0,   16690,   16780,    1595,    1505,    -515,    -330,    6536,       0,    -142,   -6608,       0,    -255,     -80,       0,       0,       0,       0,    -727,    -152,     212,    -363,  100.0,   43.1,   70.2,    0.0,   28.1,   13.1,    0.0,   20.1,    8.5,    0.0,    0.0,    0.0,    0.0,   91.3,   91.8,    8.7,    8.2,     26,      6,      5,      0,.,.,      0,      6,.,      0,      0,      0,      0,     15,     11,    65.3,    76.8,    81.0,    86.9,    65.3,    76.8,    81.0,    86.9,"($100 x S&P Select Sector Consumer Staples Index price)","138748","CME ","138 ","F20","FutOnly"
"E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,138748,CME ,00,138 ,   18800,    8206,    6292,       0,    5283,    9009,       0,    3928,    1631,       0,       0,       0,       0,   17417,   16932,    1383,    1868,    -523,    -302,    -138,       0,     -35,     -78,       0,     -94,    -147,       0,       0,       0,       0,    -431,    -363,     -92,    -160,  100.0,   43.6,   33.5,    0.0,   28.1,   47.9,    0.0,   20.9,    8.7,    0.0,    0.0,    0.0,    0.0,   92.6,   90.1,    7.4,    9.9,     27,      6,      5,      0,.,      4,      0,      6,.,      0,      0,      0,      0,     15,     12,    64.4,    71.2,    81.3,    83.3,    64.4,    71.2,    81.3,    83.3,"($100 x S&P Select Sector Consumer Staples Index price)","138748","CME ","138 ","F20","FutOnly"
"E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE",240213,2024-02-13,138749,CME ,00,138 ,   24310,    6187,   19779,       0,   11293,    2234,     257,    4153,     551,       0,       0,       0,       0,   21890,   22821,    2420,    1489,   -1026,   -1428,    -961,     -12,     725,       0,       0,    -480,    -199,       0,       0,       0,       0,   -1195,   -1172,     169,     146,  100.0,   25.5,   81.4,    0.0,   46.5,    9.2,    1.1,   17.1,    2.3,    0.0,    0.0,    0.0,    0.0,   90.0,   93.9,   10.0,    6.1,     34,      6,      9,      0,     13,.,.,.,.,      0,      0,      0,      0,     22,     13,    45.3,    69.0,    68.2,    86.4,    45.3,    69.0,    68.2,    86.4,"($100 x S&P Select Sector Energy Index price)","138749","CME ","138 ","F20","FutOnly"
"E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE",240206,2024-02-06,138749,CME ,00,138 ,   25336,    7615,   20740,      12,   10568,    2234,     257,    4633,     750,       0,       0,       0,       0,   23085,   23993,    2251,    1343,    1182,    1513,    -663,       0,   -2561,    1905,      31,    2026,     266,       0,       0,       0,       0,    1009,    1539,     173,    -357,  100.0,   30.1,   81.9,    0.0,   41.7,    8.8,    1.0,   18.3,    3.0,    0.0,    0.0,    0.0,    0.0,   91.1,   94.7,    8.9,    5.3,     35,      7,      9,.,     11,.,.,      4,.,      0,      0,      0,      0,     22,     15,    44.7,    65.6,    66.9,    86.7,    44.7,    65.6,    66.9,    86.7,"($100 x S&P Select Sector Energy Index price)","138749","CME ","138 ","F20","FutOnly"
"E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE",240130,2024-01-30,138749,CME ,00,138 ,   24154,    6102,   21403,      12,   13129,     329,     226,    2607,     484,       0,       0,       0,       0,   22076,   22454,    2078,    1700,    1019,     171,    2396,       0,    1485,   -1739,       0,    -125,     -80,       0,       0,       0,       0,    1531,     577,    -512,     442,  100.0,   25.3,   88.6,    0.0,   54.4,    1.4,    0.9,   10.8,    2.0,    0.0,    0.0,    0.0,    0.0,   91.4,   93.0,    8.6,    7.0,     36,      6,     10,.,     12,.,.,      4,.,      0,      0,      0,      0,     23,     15,    44.0,    68.7,    65.6,    85.0,    44.0,    68.7,    65.6,    85.0,"($100 x S&P Select Sector Energy Index price)","138749","CME ","138 ","F20","FutOnly"
"E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE",240123,2024-01-23,138749,CME ,00,138 ,   23135,    5931,   19007,      12,   11644,    2068,     226,    2732,     564,       0,       0,       0,       0,   20545,   21877,    2590,    1258,     -30,     251,    -768,       0,     179,    1035,       0,    -427,    -166,       0,       0,       0,       0,       3,     101,     -33,    -131,  100.0,   25.6,   82.2,    0.1,   50.3,    8.9,    1.0,   11.8,    2.4,    0.0,    0.0,    0.0,    0.0,   88.8,   94.6,   11.2,    5.4,     34,      5,      9,.,     12,.,.,      4,.,      0,      0,      0,      0,     22,     14,    46.0,    67.8,    67.2,    86.6,    46.0,    67.8,    67.2,    86.6,"($100 x S&P Select Sector Energy Index price)","138749","CME ","138 ","F20","FutOnly"
"E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE",240116,2024-01-16,138749,CME ,00,138 ,   23165,    5680,   19775,      12,   11465,    1033,     226,    3159,     730,       0,       0,       0,       0,   20542,   21776,    2623,    1389,   -2039,     315,   -1074,       0,    -847,      52,       0,   -1237,      -1,       0,       0,       0,       0,   -1769,   -1023,    -270,   -1016,  100.0,   24.5,   85.4,    0.1,   49.5,    4.5,    1.0,   13.6,    3.2,    0.0,    0.0,    0.0,    0.0,   88.7,   94.0,   11.3,    6.0,     34,      5,      9,.,     11,.,.,      5,.,      0,      0,      0,      0,     22,     14,    43.7,    69.1,    65.3,    85.4,    43.7,    69.1,    65.3,    85.4,"($100 x S&P Select Sector Energy Index price)","138749","CME ","138 ","F20","FutOnly"
"E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE",240109,2024-01-09,138749,CME ,00,138 ,   25204,    5365,   20849,      12,   12312,     981,     226,    4396,     731,       0,       0,       0,       0,   22311,   22799,    2893,    2405,    1343,     163,    1331,      12,      18,   -1204,       0,    1355,     -23,       0,       0,       0,       0,    1548,     116,    -205,    1227,  100.0,   21.3,   82.7,    0.0,   48.8,    3.9,    0.9,   17.4,    2.9,    0.0,    0.0,    0.0,    0.0,   88.5,   90.5,   11.5,    9.5,     35,      5,      8,.,     12,.,.,      6,.,      0,      0,      0,      0,     24,     13,    38.3,    67.9,    59.6,    84.7,    38.3,    67.9,    59.6,    84.7,"($100 x S&P Select Sector Energy Index price)","138749","CME ","138 ","F20","FutOnly"
"E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,138749,CME ,00,138 ,   23861,    5202,   19518,       0,   12294,    2185,     226,    3041,     754,       0,       0,       0,       0,   20763,   22683,    3098,    1178,   -1026,    1273,   -1035,       0,   -2445,    -227,     226,     109,      27,       0,       0,       0,       0,    -837,   -1009,    -189,     -17,  100.0,   21.8,   81.8,    0.0,   51.5,    9.2,    0.9,   12.7,    3.2,    0.0,    0.0,    0.0,    0.0,   87.0,   95.1,   13.0,    4.9,     32,      4,      8,      0,     12,.,.,      4,.,      0,      0,      0,      0,     21,     12,    40.5,    68.0,    62.9,    88.9,    40.5,    68.0,    62.9,    88.9,"($100 x S&P Select Sector Energy Index price)","138749","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240213,2024-02-13,13874A,CME ,00,138 , 2338964,  298695,  870703,   59944, 1181559,  243719,  156960,  178596,  558063,   69243,  131027,  180658,    8201, 2084225, 2147491,  254739,  191473,   41579,   10381,   12389,    4678,    2061,  -19761,    1755,   13759,  -17865,   23339,  -18015,   25565,    4681,   42639,   34781,   -1060,    6798,  100.0,   12.8,   37.2,    2.6,   50.5,   10.4,    6.7,    7.6,   23.9,    3.0,    5.6,    7.7,    0.4,   89.1,   91.8,   10.9,    8.2,    515,     31,     36,     20,    175,     60,     96,     76,     89,     58,     23,     24,      6,    375,    320,    10.4,    25.2,    18.0,    34.8,     9.4,    24.5,    16.7,    32.3,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240206,2024-02-06,13874A,CME ,00,138 , 2297385,  288314,  858314,   55266, 1179498,  263480,  155205,  164837,  575928,   45904,  149042,  155093,    3520, 2041586, 2112710,  255799,  184675,  -11570,   27363,  -11709,    2105,  -30563,   22911,    -339,  -10976,  -29421,    1758,   10322,    1721,   -2092,   -2422,  -15066,   -9148,    3496,  100.0,   12.5,   37.4,    2.4,   51.3,   11.5,    6.8,    7.2,   25.1,    2.0,    6.5,    6.8,    0.2,   88.9,   92.0,   11.1,    8.0,    507,     32,     37,     21,    173,     65,    100,     74,     86,     57,     21,     18,      6,    372,    319,    10.7,    26.1,    17.3,    35.8,     9.5,    25.3,    16.0,    34.1,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240130,2024-01-30,13874A,CME ,00,138 , 2308955,  260951,  870023,   53161, 1210061,  240569,  155544,  175813,  605349,   44146,  138720,  153372,    5612, 2044008, 2127776,  264947,  181179,   37643,   12578,   32323,    8625,   19453,  -37785,   -2125,   -2658,   34255,   -2871,    2850,    8860,    -637,   35215,   40645,    2428,   -3002,  100.0,   11.3,   37.7,    2.3,   52.4,   10.4,    6.7,    7.6,   26.2,    1.9,    6.0,    6.6,    0.2,   88.5,   92.2,   11.5,    7.8,    512,     30,     36,     17,    181,     59,     99,     80,     82,     57,     23,     20,      5,    372,    318,    10.4,    25.8,    16.5,    36.6,     9.3,    25.2,    15.5,    35.2,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240123,2024-01-23,13874A,CME ,00,138 , 2271312,  248373,  837700,   44536, 1190608,  278354,  157669,  178471,  571094,   47017,  135870,  144512,    6249, 2008793, 2087131,  262519,  184181,   54255,   29529,  -17848,    7351,     980,   16029,  -14872,   26192,  120136,  -11518,   23630,  -26460,   -6091,   55201,   66727,    -946,  -12472,  100.0,   10.9,   36.9,    2.0,   52.4,   12.3,    6.9,    7.9,   25.1,    2.1,    6.0,    6.4,    0.3,   88.4,   91.9,   11.6,    8.1,    505,     29,     36,     19,    181,     61,    101,     79,     77,     56,     22,     19,      7,    368,    320,    10.8,    25.0,    16.8,    35.6,     9.7,    24.6,    15.7,    33.9,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240116,2024-01-16,13874A,CME ,00,138 , 2217057,  218844,  855548,   37185, 1189628,  262325,  172541,  152279,  450958,   58535,  112240,  170972,   12340, 1953592, 2020404,  263465,  196653,    7729,    5553,  -41653,    2189,   -4462,   -3704,    9614,   -5392,  -19228,    5859,    4484,   30026,    5315,   23160,  -11582,  -15431,   19311,  100.0,    9.9,   38.6,    1.7,   53.7,   11.8,    7.8,    6.9,   20.3,    2.6,    5.1,    7.7,    0.6,   88.1,   91.1,   11.9,    8.9,    501,     32,     37,     19,    181,     63,    104,     61,     84,     55,     21,     21,      6,    363,    322,    11.5,    24.5,    17.9,    34.8,    10.3,    24.2,    16.7,    33.1,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240109,2024-01-09,13874A,CME ,00,138 , 2209328,  213291,  897201,   34996, 1194090,  266029,  162927,  157671,  470186,   52676,  107756,  140946,    7025, 1930432, 2031986,  278896,  177342,  -11887,  -42743,   48341,    -270,  -24315,    2547,    2758,    9161,  -68125,   17553,   13067,  -12781,    4326,  -20463,   -5651,    8576,   -6236,  100.0,    9.7,   40.6,    1.6,   54.0,   12.0,    7.4,    7.1,   21.3,    2.4,    4.9,    6.4,    0.3,   87.4,   92.0,   12.6,    8.0,    499,     27,     42,     19,    180,     61,    102,     65,     80,     51,     20,     24,      7,    357,    321,    11.4,    25.7,    18.1,    36.1,    10.2,    25.4,    16.9,    34.7,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,13874A,CME ,00,138 , 2221215,  256034,  848860,   35266, 1218405,  263482,  160169,  148510,  538311,   35123,   94689,  153727,    2699, 1950895, 2037637,  270320,  183578,   65902,  -16729,   33520,    4517,   64796,  -11754,    2991,    2373,   37179,    1997,    -368,    6196,   -2935,   56642,   71711,    9260,   -5809,  100.0,   11.5,   38.2,    1.6,   54.9,   11.9,    7.2,    6.7,   24.2,    1.6,    4.3,    6.9,    0.1,   87.8,   91.7,   12.2,    8.3,    489,     29,     38,     19,    178,     60,    101,     63,     79,     46,     16,     26,      6,    348,    313,    11.7,    25.5,    18.6,    35.3,    10.5,    25.4,    17.2,    34.2,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE",240213,2024-02-13,13874C,CME ,00,138 ,   41205,   27558,   37841,       0,   10350,     520,       0,     798,    1279,       0,       0,       0,       0,   38706,   39640,    2499,    1565,      48,      11,      25,       0,     108,      -8,       0,      -3,     -32,       0,       0,       0,       0,     116,     -15,     -68,      63,  100.0,   66.9,   91.8,    0.0,   25.1,    1.3,    0.0,    1.9,    3.1,    0.0,    0.0,    0.0,    0.0,   93.9,   96.2,    6.1,    3.8,     30,      5,      8,      0,      9,.,      0,.,.,      0,      0,      0,      0,     17,     13,    78.0,    82.2,    87.2,    93.1,    78.0,    82.2,    87.2,    93.1,"($250 x S&P Select Sector Financial Index price)","13874C","CME ","138 ","F20","FutOnly"
"E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE",240206,2024-02-06,13874C,CME ,00,138 ,   41157,   27547,   37816,       0,   10242,     528,       0,     801,    1311,       0,       0,       0,       0,   38590,   39655,    2567,    1502,    1567,     200,    1598,       0,    1421,       0,       0,      79,     -89,       0,       0,       0,       0,    1700,    1509,    -133,      58,  100.0,   66.9,   91.9,    0.0,   24.9,    1.3,    0.0,    1.9,    3.2,    0.0,    0.0,    0.0,    0.0,   93.8,   96.4,    6.2,    3.6,     30,      5,      8,      0,      9,.,      0,.,.,      0,      0,      0,      0,     17,     13,    78.1,    82.2,    87.3,    93.2,    78.1,    82.2,    87.3,    93.2,"($250 x S&P Select Sector Financial Index price)","13874C","CME ","138 ","F20","FutOnly"
"E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE",240130,2024-01-30,13874C,CME ,00,138 ,   39590,   27347,   36218,       0,    8821,     528,       0,     722,    1400,       0,       0,       0,       0,   36890,   38146,    2700,    1444,    2518,    1229,    2233,       0,    1178,    -194,       0,     -85,      48,       0,       0,       0,       0,    2322,    2087,     196,     431,  100.0,   69.1,   91.5,    0.0,   22.3,    1.3,    0.0,    1.8,    3.5,    0.0,    0.0,    0.0,    0.0,   93.2,   96.4,    6.8,    3.6,     26,      5,      7,      0,      6,.,      0,.,.,      0,      0,      0,      0,     14,     12,    80.7,    85.2,    89.1,    93.6,    80.7,    85.2,    89.1,    93.6,"($250 x S&P Select Sector Financial Index price)","13874C","CME ","138 ","F20","FutOnly"
